รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.,จำนวนเตียงที่ขอ,จำนวนเตียงเปิดจริง,สถานะ,สถานะการขอรับรอง,ระยะทางห่างจากอ.เมือง,ความเชี่ยวชาญพิเศษ,ประชากรที่รับผิดชอบ,จำนวนผู้รับบริการ,จำนวนผู้ป่วยนอก,จำนวนผู้ป่วยใน,อัตราการครองเตียง,วันนอนเฉลี่ยต่อคน,กลุ่มผู้ป่วยโรคสำคัญ
12,นราธิวาส,โรงพยาบาลระแงะ,RANGAE HOSPITAL,11437,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60,90,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,นราธิวาส,โรงพยาบาลรือเสาะ,RUSO HOSPITAL,11438,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60,82,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,นราธิวาส,โรงพยาบาลศรีสาคร,SRISAKHORN  HOSPITAL,11439,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,44,TRUE,(คณะอนุกรรมการ)พิจารณารับรอง,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,นราธิวาส,โรงพยาบาลแว้ง,WANG HOSPITAL,11440,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,36,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,นราธิวาส,โรงพยาบาลสุคิริน,SUKHIRIN HOSPITAL,11441,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,38,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,นราธิวาส,โรงพยาบาลสุไหงปาดี,SUNGAIPADI HOSPITAL,11442,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,42,TRUE,อยู่ระหว่างต่ออายุ,58,การดูแลรักษากลุ่มผู้ป่วยเบาหวานในโรงพยาบาลชุมชน,47348,"142,136 (ปี2564)",138788,3348,133.04,4.19,"แบ่งกลุ่ม 16 โรค<br />-กลุ่มโรคไม่ติดต่อเรื้อรัง = DM,HT,COPD<br />-กลุ่มโรคติดต่อ = TB,DHF<br />-กลุ่มโรคฉุกเฉิน = Head Injury, STIME,Stroke,Appendecitis<br />-กลุ่มอนามัยแม่และเด็ก = PPH,PIH,BA,Preterm<br />-กลุ่มโรคติดเชื้อ= Covid-19,Pneumonia,Sepsis"
10,อุบลราชธานี,โรงพยาบาลสมเด็จพระยุพราชเดชอุดม,Detudom crown prince hospital,11443,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),350,324,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,ยโสธร,โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา,LOENGNOKTHA  CROWN  PRINCE  HOSPITAL,11444,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120,120,TRUE,รอการจัดเยี่ยมสำรวจ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,ขอนแก่น,โรงพยาบาลสมเด็จพระยุพราชกระนวน,KRANUAN CROWN PRINCE HOSPITAL,11445,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90,110,TRUE,รอการจัดเยี่ยมสำรวจ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,อุดรธานี,โรงพยาบาลสมเด็จพระยุพราชบ้านดุง,BANDUNG CROWN PRINCE HOSPITAL,11446,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120,139,TRUE,NULL,84,"1. ด้านศัลยกรรม การผ่าตัดนิ่วในถุงน้ำดี ด้วยการส่องกล้อง (LC) , การส่องกล้องทางเดินอาหาร<br />2. ด้านศัลยกรรมกระดูก การผ่าตัดเปลี่ยนข้อเทียม , การผ่าตัดยึดติดกระดูกสันหลัง<br />3. ด้านกุมารเวชกรรม การดูแลเด็กทารกแรกเกิดวิกฤต<br />4. ด้านการดูแลโรคไม่ติดต่อเรื้อรัง NCD<br />5. ด้านสิ่งแวดล้อม GREEN & CLEAN Hospital",127224,ปี 2563 (ตุลาคม 2562 ถึง 30 กันยายน 2563),248994,7880,81.44,4.53,"1) กลุ่มโรคที่เป็นสาเหตุการตายและความเสี่ยงสูง Sepsis, Pnumonia <br />2) กลุ่มผู้ป่วยฉุกเฉิน Stroke , STEMI , Sepsis , Trama , Severe PIH<br />3) กลุ่มโรคเรื้อรัง ได้แก่ CKD, DM, HT, COPD<br />4) โรคที่เป็นปัญหาในพื้นที่ได้แก่ TB, ไข้เลือดออก , teen age pregnancy ,อุบัติเหตุ , ยาเสพติด"
8,เลย,โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย,DANSAI CROWN PRINCE HOSPITAL,11447,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60,60,TRUE,จัดทำใบประกาศนียบัตร,82,การจัดบริการด้วยหัวใจความเป็นมนุษย์ สอดคล้องกับวิถีชีวิต และสภาวะสุขภาพชุมชน,51380,2563 (ตุลาคม 2562-มิถุนายน 2563),99086,3884,70.37,3,ผู้ป่วยโรคเรื้อรัง ได้แก่ เบาหวาน ความดันโลหิตสูง โรคหัวใจและหลอดเลือด ภาวะไตเสื่อมเรื้อรัง
8,หนองคาย,โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ,THABO CROWN PRINCE HOSPITAL,11448,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),250,281,TRUE,อยู่ระหว่างต่ออายุ,30,ศูนย์ความเป็นเลิศด้านการส่องกล้องและการผ่าตัดผ่านกล้องวิดีทัศน์  มีทีมลูกค้าสัมพันธ์และสื่อสารองค์กร ที่มีประสบการณ์สูง<br />มีระบบพัฒนาบุคลากรที่เข้มแข็ง มีความสามารถในการเชื่อมโยงกับชุมชนและเครือข่าย,0,ปี 2564 (1 ต.ค.36-30 ก.ย.64),190798,16239,0,0,"DM , HT , CKD , Stone , Spine, Stroke ,STEMI , Covid-19"
7,กาฬสินธุ์,โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์,KUCHINARAI CROWN PRINCE HOSPITAL,11449,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120,98,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,สกลนคร,โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน,SAWANGDAENDIN CROWN PRINCE HOSPITAL,11450,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),102,240,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,นครพนม,โรงพยาบาลสมเด็จพระยุพราชธาตุพนม,THATPHANOM CROWN PRINCE HOSPITAL,11451,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120,120,TRUE,อยู่ระหว่างต่ออายุ,55,"""1.มีแพทย์เชี่ยวชาญเฉพาะด้านในสาขา อายุรกรรม  ศัลยกรรมทั่วไป ศัลยกรรมกระดูกและข้อ สูติกรรม กุมารเวชกรรม และแพทย์เวชศาสตร์ครอบครัว ทันตแพทย์สาขาศัลยศาสตร์ช่องปากและแม็กซิลโลเฟเชียล<br />2.การสร้างสัมพันธภาพที่ดีกับชุมชน จนได้รับความร่วมมือจากชุมชน และมีเครือข่ายหน่วยบริการสุขภาพที่เข้มแข็ง<br />3.กำลังคนมีความผูกพันต่อโรงพยาบาล และภูมิใจต่อความเป็นโรงพยาบาลสมเด็จพระยุพราช<br />""<br />",82050,ปี2565 (1ตุลาคม2564-27เมษายน2565),150670,6326,103.46,4.13,"""1.กลุ่มโรคติดเชื้อโควิด-19 <br />2.กลุ่มโรคฉุกเฉิน คือ Sepsis Neonatal sepsis Stroke STEMI PPH<br />3.กลุ่มโรคเรื้อรัง คือ DM HT CKD Post stroke COPD Asthma<br />4.กลุ่มภัยคุกคามสุขภาพ คือ อุบัติเหตุจราจรทางบก การใช้สารเคมีในภาคการเกษตร ยาเสพติด จิตเวชชุมชน<br />5.กลุ่มผู้ด้อยโอกาสหรือที่มีภาวะพึ่งพิง คือ กลุ่มผู้ป่วยติดเตียง กลุ่มผู้ป่วยระยะสุดท้าย""<br />"
1,แพร่,โรงพยาบาลสมเด็จพระยุพราชเด่นชัย,DENCHAI CROWN PRINCE HOSPITAL,11452,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,38,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
